code_x,country,countryEn,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn,assistsPg,blocksPg,defRebsPg,efficiency,fgaPg,fgmPg,fgpct_x,foulsPg,ftaPg,ftmPg,ftpct_x,games,gamesStarted,minsPg,offRebsPg,pointsPg,rebsPg,stealsPg,tpaPg,tpmPg,tppct_x,turnoversPg,assists,blocks,defRebs,fga,fgm,fgpct_y,fouls,fta,ftm,ftpct_y,mins,offRebs,points,rebs,secs,steals,tpa,tpm,tppct_y,turnovers
demar_derozan,美国,United States,Southern California/United States,德玛尔 德罗赞,DeMar DeRozan,618465600000,2009,9,德玛尔,德玛尔,DeMar,2米01,10,德罗赞,DeRozan,00,201942,后卫,College,"99,8 公斤",SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs,6.4,0.3,5.4,25.5,19.563,9.438,48.2,2.6,6.5,5.75,88.5,16,16,36.8,0.8,24.9,6.3,1.1,1.75,0.313,17.9,2.5,102,4,87,313,151,48.2,42,104,92,88.5,588,13,399,100,0,17,28,5,17.9,40
russell_westbrook,美国,United States,UCLA/United States,拉塞尔 威斯布鲁克,Russell Westbrook,595314000000,2008,10,拉塞尔,拉塞尔,Russell,1米91,0,威斯布鲁克,Westbrook,00,201566,后卫,College,"90,7 公斤",OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder,8.6,0.1,7.8,27.6,20.25,9.875,48.8,3.3,6.75,4.25,63.0,8,8,32.1,1.1,24.8,8.9,2.3,3.75,0.75,20.0,4.1,69,1,62,162,79,48.8,26,54,34,63.0,257,9,198,71,0,18,30,6,20.0,33
tim_hardaway jr.,美国,United States,Michigan/United States,蒂姆 哈达威二世,Tim Hardaway Jr.,700722000000,2013,5,蒂姆,蒂姆,Tim,1米98,3,哈达威二世,Hardaway Jr.,00,203501,后卫,College,"93,0 公斤",NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks,2.8,0.1,3.2,18.5,18.471,7.824,42.4,2.7,6.647,5.588,84.1,17,17,32.6,0.5,24.4,3.7,1.1,8.588,3.176,37.0,2.0,48,2,54,314,133,42.4,46,113,95,84.1,555,9,415,63,0,19,146,54,37.0,34
paul_george,美国,United States,Fresno State/United States,保罗 乔治,Paul George,641620800000,2010,8,保罗,保罗,Paul,2米06,13,乔治,George,00,202331,前锋,College,"99,8 公斤",OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder,4.3,0.8,6.8,24.1,19.813,8.188,41.3,2.9,5.5,4.625,84.1,16,16,35.5,1.1,24.3,7.9,2.4,9.313,3.25,34.9,3.0,69,12,108,317,131,41.3,46,88,74,84.1,568,18,388,126,0,38,149,52,34.9,48
blake_griffin,美国,United States,Oklahoma/United States,布雷克 格里芬,Blake Griffin,606027600000,2009,8,布雷克,布雷克,Blake,2米08,23,格里芬,Griffin,00,201933,前锋,College,"113,4 公斤",DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons,4.9,0.6,8.7,26.1,18.214,8.571,47.1,3.1,6.786,5.0,73.7,14,14,35.8,1.7,24.3,10.4,0.9,5.786,2.143,37.0,3.6,68,9,122,255,120,47.1,44,95,70,73.7,501,24,340,146,0,13,81,30,37.0,50
kawhi_leonard,美国,United States,San Diego State/United States,科怀 伦纳德,Kawhi Leonard,678168000000,2011,7,科怀,科怀,Kawhi,2米01,2,伦纳德,Leonard,00,202695,前锋,College,"104,3 公斤",TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors,3.2,0.4,6.9,24.9,18.154,8.615,47.5,1.5,6.692,5.692,85.1,13,13,33.4,1.3,24.2,8.2,1.8,3.846,1.308,34.0,2.3,41,5,90,236,112,47.5,19,87,74,85.1,434,17,315,107,0,23,50,17,34.0,30
devin_booker,美国,United States,Kentucky/United States,德文 布克,Devin Booker,846651600000,2015,3,德文,德文,Devin,1米98,1,布克,Booker,00,1626164,后卫,College,"95,3 公斤",PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns,7.4,0.1,3.2,19.8,19.0,8.154,42.9,3.6,5.615,4.692,83.6,13,13,36.2,0.6,23.8,3.8,0.9,8.077,2.769,34.3,4.3,96,1,41,247,106,42.9,47,73,61,83.6,471,8,309,49,0,12,105,36,34.3,56
kyrie_irving,澳洲,Australia,Duke/Australia,凯里 欧文,Kyrie Irving,701326800000,2011,7,凯里,凯里,Kyrie,1米91,11,欧文,Irving,00,202681,后卫,College,"87,5 公斤",BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics,5.9,0.6,3.9,23.8,17.438,8.688,49.8,2.6,3.188,2.563,80.4,16,16,32.6,1.0,22.4,4.9,1.7,6.313,2.5,39.6,2.3,95,9,62,279,139,49.8,41,51,41,80.4,522,16,359,78,0,27,101,40,39.6,37
bradley_beal,美国,United States,Florida/United States,布拉德利  比尔,Bradley Beal,741240000000,2012,6,布拉德利 ,布拉德利 ,Bradley,1米96,3,比尔,Beal,00,203078,后卫,College,"93,9 公斤",WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards,3.7,1.1,3.9,19.5,17.176,7.824,45.5,3.4,4.765,3.706,77.8,17,17,34.2,0.6,21.8,4.5,1.1,7.471,2.471,33.1,2.3,63,18,67,292,133,45.5,57,81,63,77.8,581,10,371,77,0,18,127,42,33.1,39
john_wall,美国,United States,Kentucky/United States,约翰 沃尔,John Wall,652593600000,2010,8,约翰,约翰,John,1米93,2,沃尔,Wall,00,202322,后卫,College,"95,3 公斤",WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards,7.9,1.2,2.8,21.0,17.471,7.765,44.4,2.5,6.176,4.235,68.6,17,17,35.2,0.6,21.5,3.4,2.0,5.0,1.706,34.1,3.2,134,20,47,297,132,44.4,42,105,72,68.6,598,10,365,57,0,34,85,29,34.1,55
tobias_harris,美国,United States,Tennessee/United States,托拜厄斯 哈里斯,Tobias Harris,711172800000,2011,7,托拜厄斯,托拜厄斯,Tobias,2米06,34,哈里斯,Harris,00,202699,前锋,College,"106,6 公斤",LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers,2.2,0.6,7.8,23.1,15.882,8.235,51.9,2.3,3.412,2.765,81.0,17,17,35.0,0.9,21.4,8.7,0.5,4.765,2.118,44.4,1.9,37,11,132,270,140,51.9,39,58,47,81.0,595,16,363,148,0,8,81,36,44.4,33
cj_mccollum,美国,United States,Lehigh/United States,CJ 迈克勒姆,CJ McCollum,685252800000,2013,5,CJ,CJ,CJ,1米91,3,迈克勒姆,McCollum,00,203468,后卫,College,"86,2 公斤",POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers,2.4,0.3,2.8,17.2,17.588,8.235,46.8,2.4,3.0,2.529,84.3,17,17,33.4,1.1,21.4,3.9,0.7,6.235,2.353,37.7,1.6,40,5,47,299,140,46.8,40,51,43,84.3,567,19,363,66,0,12,106,40,37.7,27
victor_oladipo,美国,United States,Indiana/United States,维克托 奥拉迪波,Victor Oladipo,704952000000,2013,5,维克托,维克托,Victor,1米93,4,奥拉迪波,Oladipo,00,203506,后卫,College,"95,3 公斤",IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers,4.7,0.5,6.1,21.1,18.313,8.063,44.0,2.0,4.125,2.938,71.2,16,16,32.4,0.5,21.4,6.6,1.6,6.875,2.375,34.5,2.3,75,8,98,293,129,44.0,32,66,47,71.2,518,8,343,106,0,25,110,38,34.5,36
klay_thompson,美国,United States,Washington State/United States,克莱 汤普森,Klay Thompson,634453200000,2011,7,克莱,克莱,Klay,2米01,11,汤普森,Thompson,00,202691,后卫,College,"97,5 公斤",GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors,1.8,0.6,3.1,15.3,19.222,8.611,44.8,2.1,2.167,1.722,79.5,18,18,34.1,0.4,21.4,3.5,1.0,7.611,2.444,32.1,1.9,33,11,55,346,155,44.8,38,39,31,79.5,614,8,385,63,0,18,137,44,32.1,35
donovan_mitchell,美国,United States,Louisville/United States,多诺万 米切尔,Donovan Mitchell,842068800000,2017,1,多诺万,多诺万,Donovan,1米91,45,米切尔,Mitchell,00,1628378,后卫,College,"97,5 公斤",UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz,3.9,0.4,2.2,14.9,18.6,7.667,41.2,2.3,4.4,3.467,78.8,15,15,33.9,0.4,20.7,2.6,1.7,6.667,1.933,29.0,2.6,59,6,33,279,115,41.2,35,66,52,78.8,508,6,311,39,0,26,100,29,29.0,39
jimmy_butler,美国,United States,Marquette/United States,吉米 巴特勒,Jimmy Butler,621748800000,2011,7,吉米,吉米,Jimmy,2米03,23,巴特勒,Butler,00,202710,后卫-前锋,College,"105,2 公斤",PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers,4.1,0.9,3.3,21.7,14.571,7.143,49.0,2.1,5.929,4.714,79.5,14,14,35.8,1.4,20.4,4.6,2.1,3.714,1.429,38.5,1.8,57,12,46,204,100,49.0,30,83,66,79.5,501,19,286,65,0,30,52,20,38.5,25
josh_richardson,美国,United States,Tennessee/United States,约什 理查德森,Josh Richardson,748065600000,2015,3,约什,约什,Josh,1米98,0,理查德森,Richardson,00,1626196,后卫-前锋,College,"90,7 公斤",MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat,3.4,0.7,3.2,17.2,16.235,7.059,43.5,3.4,3.824,3.235,84.6,17,17,35.0,0.8,20.1,4.0,1.1,6.471,2.765,42.7,2.3,57,12,54,276,120,43.5,57,65,55,84.6,595,14,342,68,0,19,110,47,42.7,39
nikola_vucevic,黑山,Montenegro,Southern California/Montenegro,尼克拉 武切维奇,Nikola Vucevic,656740800000,2011,7,尼克拉,尼克拉,Nikola,2米13,9,武切维奇,Vucevic,00,202696,中锋,College,"117,9 公斤",ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic,3.6,1.1,8.4,27.5,15.056,8.333,55.4,1.9,2.778,2.278,82.0,18,18,30.7,2.8,20.0,11.2,1.1,2.5,1.056,42.2,2.2,65,19,152,271,150,55.4,34,50,41,82.0,552,50,360,202,0,19,45,19,42.2,40
karl-anthony_towns,美国,United States,Kentucky/United States,卡尔-安东尼 唐斯,Karl Anthony Towns,816411600000,2015,3,卡尔-安东尼,卡尔-安东尼,Karl Anthony,2米13,32,唐斯,Towns,00,1626157,中锋,College,"112,5 公斤",MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves,2.1,1.9,9.2,25.5,14.529,7.0,48.2,3.6,4.294,3.941,91.8,17,17,33.9,3.0,19.9,12.2,0.8,4.412,1.941,44.0,3.6,36,33,156,247,119,48.2,61,73,67,91.8,577,51,338,207,0,14,75,33,44.0,61
mike_conley,美国,United States,Ohio State/United States,迈克 康利,Mike Conley,560923200000,2007,11,迈克,迈克,Mike,1米85,11,康利,Conley,00,201144,后卫,College,"79,4 公斤",MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies,5.9,0.2,2.8,17.8,15.625,6.438,41.2,2.2,5.688,4.563,80.2,16,16,33.4,0.4,19.6,3.2,1.1,6.313,2.188,34.7,1.9,94,3,44,250,103,41.2,35,91,73,80.2,534,7,314,51,0,18,101,35,34.7,31
jrue_holiday,美国,United States,UCLA/United States,朱 霍勒迪,Jrue Holiday,645163200000,2009,9,朱,朱,Jrue,1米93,11,霍勒迪,Holiday,00,201950,后卫,College,"93,0 公斤",NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans,9.2,0.8,3.3,22.4,15.824,7.471,47.2,2.5,4.294,3.235,75.3,17,17,35.9,1.1,19.5,4.4,1.6,4.765,1.353,28.4,3.6,157,13,56,269,127,47.2,43,73,55,75.3,611,18,332,74,0,27,81,23,28.4,62
khris_middleton,美国,United States,Texas A&M/United States,克里斯 米德尔顿,Khris Middleton,681969600000,2012,6,克里斯,克里斯,Khris,2米03,22,米德尔顿,Middleton,00,203114,前锋,College,"100,7 公斤",MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks,4.4,0.2,4.8,20.2,14.188,6.438,45.4,2.8,3.563,3.25,91.2,16,16,31.3,0.6,19.3,5.4,1.3,7.375,3.125,42.4,2.3,70,3,77,227,103,45.4,44,57,52,91.2,500,9,308,86,0,21,118,50,42.4,36
luka_don,斯洛文尼亚,Slovenia,Slovenia,卢卡 东契奇,Luka Doncic,920178000000,2018,0,卢卡,卢卡,Luka,2米01,77,东契奇,Doncic,00,1629029,前锋-后卫,,"98,9 公斤",DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks,4.1,0.3,5.8,18.1,15.313,6.938,45.3,2.1,3.75,2.875,76.7,16,16,33.9,1.1,19.2,6.8,0.8,6.5,2.438,37.5,3.9,66,5,92,245,111,45.3,34,60,46,76.7,542,17,307,109,0,13,104,39,37.5,62
andre_drummond,美国,United States,Connecticut/United States,安德烈 德拉蒙德,Andre Drummond,744955200000,2012,6,安德烈,安德烈,Andre,2米11,0,德拉蒙德,Drummond,00,203083,中锋,College,"126,6 公斤",DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons,1.6,1.6,10.1,27.5,15.714,8.143,51.8,3.8,4.929,2.786,56.5,14,14,33.6,6.1,19.2,16.2,1.0,0.857,0.143,16.7,2.5,23,23,142,220,114,51.8,53,69,39,56.5,470,85,269,227,0,14,12,2,16.7,35
buddy_hield,巴哈马,Bahamas,Oklahoma/Bahamas,巴迪 希尔德,Buddy Hield,756104400000,2016,2,巴迪,巴迪,Buddy,1米93,24,希尔德,Hield,00,1627741,后卫,College,"97,1 公斤",SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings,2.6,0.5,4.4,18.0,15.176,7.353,48.4,2.4,2.294,1.941,84.6,17,17,31.0,1.1,19.2,5.5,0.6,5.706,2.529,44.3,2.2,45,8,74,258,125,48.4,40,39,33,84.6,527,19,326,93,0,11,97,43,44.3,38
nikola_mirotic,黑山,Montenegro,Montenegro,尼克拉 米罗蒂奇,Nikola Mirotic,666248400000,2011,4,尼克拉,尼克拉,Nikola,2米08,3,米罗蒂奇,Mirotic,00,202703,前锋,None,"113,4 公斤",NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans,1.2,0.7,8.9,23.3,14.8,7.133,48.2,2.3,3.333,2.6,78.0,15,15,31.2,2.1,19.2,10.9,0.7,6.867,2.333,34.0,1.1,18,11,133,222,107,48.2,34,50,39,78.0,468,31,288,164,0,11,103,35,34.0,17
kevin_love,美国,United States,UCLA/United States,凯文 乐福,Kevin Love,589608000000,2008,10,凯文,凯文,Kevin,2米08,0,乐福,Love,00,201567,前锋-中锋,College,"113,9 公斤",CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers,3.5,0.3,11.0,21.5,16.25,5.25,32.3,3.5,8.25,6.75,81.8,4,4,34.0,2.5,19.0,13.5,0.3,6.0,1.75,29.2,2.5,14,1,44,65,21,32.3,14,33,27,81.8,136,10,76,54,0,1,24,7,29.2,10
derrick_rose,美国,United States,Memphis/United States,德里克 罗斯,Derrick Rose,591940800000,2008,9,德里克,德里克,Derrick,1米91,25,罗斯,Rose,00,201565,后卫,College,"90,7 公斤",MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves,4.7,0.2,2.9,17.5,14.867,6.933,46.6,1.3,4.0,3.333,83.3,15,5,30.2,0.9,18.9,3.7,0.6,3.667,1.733,47.3,2.1,71,3,43,223,104,46.6,20,60,50,83.3,453,13,284,56,0,9,55,26,47.3,31
lou_williams,美国,United States,South Gwinnett HS (GA)/United States,路 威廉姆斯,Lou Williams,530773200000,2005,13,路,路,Lou,1米85,23,威廉姆斯,Williams,00,101150,后卫,High School,"79,4 公斤",LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers,4.5,0.1,2.1,14.8,15.0,6.0,40.0,0.9,5.882,5.529,94.0,17,0,26.5,0.4,18.8,2.5,0.6,4.0,1.294,32.4,2.5,76,2,36,255,102,40.0,16,100,94,94.0,451,7,320,43,0,11,68,22,32.4,42
danilo_gallinari,意大利,Italy,"Sant'Angelo Lodigiano, Italy/Italy",达尼罗 加里纳利,Danilo Gallinari,587016000000,2008,9,达尼罗,达尼罗,Danilo,2米08,8,加里纳利,Gallinari,00,201568,前锋,Country,"102,1 公斤",LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers,1.8,0.3,4.8,17.9,13.063,5.5,42.1,2.1,5.5,5.25,95.5,16,16,30.7,0.9,18.6,5.7,0.4,5.25,2.313,44.0,1.1,29,4,76,209,88,42.1,34,88,84,95.5,491,15,297,91,0,7,84,37,44.0,17
caris_levert,美国,United States,Michigan/United States,卡里斯 勒维尔,Caris LeVert,777787200000,2016,2,卡里斯,卡里斯,Caris,2米01,22,勒维尔,LeVert,00,1627747,后卫,College,"92,5 公斤",BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets,3.7,0.4,3.3,16.9,14.571,6.929,47.5,2.4,4.357,3.143,72.1,14,14,29.7,1.0,18.4,4.3,1.2,4.357,1.357,31.1,2.1,52,5,46,204,97,47.5,34,61,44,72.1,416,14,257,60,0,17,61,19,31.1,30
jj_redick,美国,United States,Duke/United States,JJ 雷迪克,JJ Redick,456897600000,2006,12,JJ,JJ,JJ,1米93,17,雷迪克,Redick,00,200755,后卫,College,"90,7 公斤",PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers,3.2,0.1,2.2,14.4,14.105,6.211,44.0,1.6,3.211,2.895,90.2,19,6,31.1,0.3,18.3,2.5,0.3,8.053,2.947,36.6,1.7,61,2,41,268,118,44.0,31,61,55,90.2,591,6,347,47,0,5,153,56,36.6,33
de'aaron_fox,美国,United States,Kentucky/United States,达龙 福克斯,De'Aaron Fox,882594000000,2017,1,达龙,达龙,De'Aaron,1米91,5,福克斯,Fox,00,1628368,后卫,College,"79,4 公斤",SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings,7.4,0.5,3.5,19.5,13.059,6.412,49.1,2.6,6.0,4.118,68.6,17,17,32.6,0.6,18.2,4.1,1.2,3.235,1.294,40.0,3.4,125,8,60,222,109,49.1,45,102,70,68.6,554,10,310,70,0,21,55,22,40.0,58
tj_warren,美国,United States,North Carolina State/United States,T.J. 沃伦,T.J. Warren,747201600000,2014,4,T.J.,T.J.,T.J.,2米03,12,沃伦,Warren,00,203933,前锋,College,"97,5 公斤",PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns,1.4,0.8,3.4,17.1,13.2,6.733,51.0,2.5,2.933,2.6,88.6,15,8,29.8,0.8,17.9,4.2,0.9,3.867,1.8,46.6,1.2,21,12,51,198,101,51.0,38,44,39,88.6,447,12,268,63,0,13,58,27,46.6,18
nikola_jokic,塞尔维亚,Serbia,Serbia,尼克拉 约基奇,Nikola Jokic,793170000000,2014,3,尼克拉,尼克拉,Nikola,2米13,15,约基奇,Jokic,00,203999,中锋,,"113,4 公斤",DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets,6.9,0.8,7.5,26.9,12.412,6.353,51.2,3.1,4.588,3.765,82.1,17,17,29.8,2.5,17.8,10.0,1.4,3.412,1.294,37.9,3.1,117,14,128,211,108,51.2,52,78,64,82.1,506,42,302,170,0,24,58,22,37.9,52
