code_x,country,countryEn,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
kostas_antetokounmpo,希腊,Greece,Dayton/Greece,克斯塔斯 安特托昆博,Kostas Antetokounmpo,880002000000,2018,0,克斯塔斯,克斯塔斯,Kostas,2.08,37,安特托昆博,Antetokounmpo,00,1628961,前锋,College,90.7 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
carmelo_anthony,美国,United States,Syracuse/United States,卡梅隆 安东尼,Carmelo Anthony,454651200000,2003,15,卡梅隆,卡梅隆,Carmelo,2.03,7,安东尼,Anthony,00,2546,前锋,College,108.9 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
og_anunoby,英国,United Kingdom,Indiana/United Kingdom,OG 安纳诺比,OG Anunoby,869112000000,2017,1,OG,OG,OG,2.03,3,安纳诺比,Anunoby,00,1628384,前锋,College,105.2 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
ryan_arcidiacono,美国,United States,Villanova/United States,莱恩 阿什迪亚克诺,Ryan Arcidiacono,764658000000,2016,1,莱恩,莱恩,Ryan,1.90,51,阿什迪亚克诺,Arcidiacono,00,1627853,后卫,College,90.7 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
trevor_ariza,美国,United States,UCLA/United States,特雷沃 阿里扎,Trevor Ariza,488952000000,2004,14,特雷沃,特雷沃,Trevor,2.03,3,阿里扎,Ariza,00,2772,前锋,College,97.5 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
d.j._augustin,美国,United States,Texas/United States,D.J. 奥古斯汀,D.J. Augustin,563518800000,2008,10,D.J.,D.J.,D.J.,1.83,14,奥古斯汀,Augustin,00,201571,后卫,College,83.0 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
deandre_ayton,巴哈马,Bahamas,Arizona/Bahamas,德安德烈 艾顿,Deandre Ayton,901166400000,2018,0,德安德烈,德安德烈,Deandre,2.16,22,艾顿,Ayton,00,1629028,中锋,College,113.4 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
dwayne_bacon,美国,United States,Florida State/United States,德维恩 培根,Dwayne Bacon,809755200000,2017,1,德维恩,德维恩,Dwayne,2.01,7,培根,Bacon,00,1628407,后卫-前锋,College,100.2 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
marvin_bagley_iii,美国,United States,Duke/United States,马尔文 巴格莱三世,Marvin Bagley III,921387600000,2018,0,马尔文,马尔文,Marvin,2.11,35,巴格莱三世,Bagley III,00,1628963,前锋,College,106.1 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
ron_baker,美国,United States,Wichita State/United States,罗恩 贝克,Ron Baker,733467600000,2016,2,罗恩,罗恩,Ron,1.93,31,贝克,Baker,00,1627758,后卫,College,99.8 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
wade_baldwin iv,美国,United States,Vanderbilt/United States,韦德 鲍德温四世,Wade Baldwin IV,828075600000,2016,2,韦德,韦德,Wade,1.93,2,鲍德温四世,Baldwin IV,00,1627735,后卫,College,90.7 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
lonzo_ball,美国,United States,California-Los Angeles/United States,朗佐 鲍尔,Lonzo Ball,877928400000,2017,1,朗佐,朗佐,Lonzo,1.98,2,鲍尔,Ball,00,1628366,后卫,College,86.2 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
mohamed_bamba,美国,United States,Texas/United States,莫 班巴,Mo Bamba,894945600000,2018,0,莫,莫,Mo,2.13,5,班巴,Bamba,00,1628964,中锋,College,100.2 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
j.j._barea,波多黎各,Puerto Rico,Northeastern/Puerto Rico,J.J. 巴里亚,J.J. Barea,457070400000,2006,12,J.J.,J.J.,J.J.,1.83,5,巴里亚,Barea,00,200826,后卫,College,83.9 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
harrison_barnes,美国,United States,North Carolina/United States,哈里森 巴恩斯,Harrison Barnes,707198400000,2012,6,哈里森,哈里森,Harrison,2.03,40,巴恩斯,Barnes,00,203084,前锋,College,102.1 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
will_barton,美国,United States,Memphis/United States,威尔 巴顿,Will Barton,663138000000,2012,6,威尔,威尔,Will,1.98,5,巴顿,Barton,00,203115,后卫,College,86.2 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
keita_bates-diop,美国,United States,Ohio State/United States,凯塔 贝茨-迪奥普,Keita Bates-Diop,822373200000,2018,0,凯塔,凯塔,Keita,2.06,31,贝茨-迪奥普,Bates-Diop,00,1628966,前锋,College,103.9 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
nicolas_batum,法国,France,"Lisieux, France/France",尼古拉斯 巴图姆,Nicolas Batum,598078800000,2008,10,尼古拉斯,尼古拉斯,Nicolas,2.03,5,巴图姆,Batum,00,201587,前锋-后卫,Country,90.7 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
jerryd_bayless,美国,United States,Arizona/United States,杰里 贝勒斯,Jerryd Bayless,588052800000,2008,10,杰里,杰里,Jerryd,1.90,8,贝勒斯,Bayless,00,201573,后卫,College,90.7 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
aron_baynes,澳洲,Australia,Washington State/Australia,阿隆 贝恩斯,Aron Baynes,534488400000,2009,6,阿隆,阿隆,Aron,2.08,46,贝恩斯,Baynes,00,203382,中锋-前锋,College,117.9 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
kent_bazemore,美国,United States,Old Dominion/United States,肯特 贝兹莫尔,Kent Bazemore,615268800000,2012,6,肯特,肯特,Kent,1.96,24,贝兹莫尔,Bazemore,00,203145,后卫,College,91.2 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
bradley_beal,美国,United States,Florida/United States,布拉德利  比尔,Bradley Beal,741240000000,2012,6,布拉德利 ,布拉德利 ,Bradley,1.96,3,比尔,Beal,00,203078,后卫,College,93.9 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
malik_beasley,美国,United States,Florida State/United States,马利克 比斯利,Malik Beasley,848984400000,2016,2,马利克,马利克,Malik,1.96,25,比斯利,Beasley,00,1627736,后卫,College,88.5 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
michael_beasley,美国,United States,Kansas State/United States,迈克尔 比斯利,Michael Beasley,600325200000,2008,10,迈克尔,迈克尔,Michael,2.06,11,比斯利,Beasley,00,201563,前锋,College,106.6 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
marco_belinelli,意大利,Italy,"Bologna, Italy/Italy",马尔科 贝里内利,Marco Belinelli,512110800000,2007,11,马尔科,马尔科,Marco,1.96,18,贝里内利,Belinelli,00,201158,后卫-前锋,Country,95.3 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
jordan_bell,美国,United States,Oregon/United States,乔丹 贝尔,Jordan Bell,789454800000,2017,1,乔丹,乔丹,Jordan,2.06,2,贝尔,Bell,00,1628395,前锋,College,101.6 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
deandre'_bembry,美国,United States,Saint Joseph's/United States,DeAndre' 本布里,DeAndre' Bembry,773294400000,2016,2,DeAndre',DeAndre',DeAndre',1.98,95,本布里,Bembry,00,1627761,前锋,College,95.3 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
dragan_bender,克罗地亚,Croatia,Croatia,德拉甘 本德尔,Dragan Bender,879742800000,2016,2,德拉甘,德拉甘,Dragan,2.16,35,本德尔,Bender,00,1627733,前锋,,102.1 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
davis_bertans,拉脱维亚,Latvia,Latvia,戴维斯 贝尔坦斯,Davis Bertans,721544400000,2011,2,戴维斯,戴维斯,Davis,2.08,42,贝尔坦斯,Bertans,00,202722,前锋,,102.1 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
patrick_beverley,美国,United States,Arkansas/United States,帕特里克 贝弗利,Patrick Beverley,584683200000,2009,6,帕特里克,帕特里克,Patrick,1.85,21,贝弗利,Beverley,00,201976,后卫,College,83.9 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
khem_birch,加拿大,Canada,Nevada-Las Vegas/Canada,肯姆 博奇,Khem Birch,717652800000,0,1,肯姆,肯姆,Khem,2.06,24,博奇,Birch,00,203920,中锋,College,105.7 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
jabari_bird,美国,United States,California/United States,贾巴里 伯德,Jabari Bird,773208000000,2017,1,贾巴里,贾巴里,Jabari,1.98,26,伯德,Bird,00,1628444,后卫,College,89.8 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
bismack_biyombo,刚果民主共和国,Democratic Republic of the Congo,"Lubumbashi, DR Congo/Democratic Republic of the Congo",俾斯麦 比永博,Bismack Biyombo,714974400000,2011,7,俾斯麦,俾斯麦,Bismack,2.06,8,比永博,Biyombo,00,202687,中锋,Country,115.7 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
nemanja_bjelica,塞尔维亚,Serbia,Serbia,内马尼亚 别利察,Nemanja Bjelica,579153600000,2010,3,内马尼亚,内马尼亚,Nemanja,2.08,88,别利察,Bjelica,00,202357,前锋,,106.1 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
antonio_blakeney,美国,United States,Louisiana State/United States,安东尼奥 布雷克尼,Antonio Blakeney,844401600000,2017,1,安东尼奥,安东尼奥,Antonio,1.93,9,布雷克尼,Blakeney,00,1628469,后卫,College,87.1 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
eric_bledsoe,美国,United States,Kentucky/United States,埃里克 布莱德索,Eric Bledsoe,629182800000,2010,8,埃里克,埃里克,Eric,1.85,6,布莱德索,Bledsoe,00,202339,后卫,College,93.0 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
trevon_bluiett,美国,United States,Xavier (Ohio)/United States,Trevon Bluiett,Trevon Bluiett,783925200000,2018,0,Trevon,Trevon,Trevon,1.98,5,Bluiett,Bluiett,00,1629129,后卫-前锋,College,89.8 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
bogdan_bogdanovic,塞尔维亚,Serbia,Serbia,博格丹 博格丹诺维奇,Bogdan Bogdanovic,714110400000,2014,1,博格丹,博格丹,Bogdan,1.98,8,博格丹诺维奇,Bogdanovic,00,203992,后卫,,93.0 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
bojan_bogdanovic,克罗地亚,Croatia,Croatia,博扬 博格丹诺维奇,Bojan Bogdanovic,608875200000,2011,4,博扬,博扬,Bojan,2.03,44,博格丹诺维奇,Bogdanovic,00,202711,前锋,None,98.0 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
jonah_bolden,澳洲,Australia,Australia,约拿 博尔登,Jonah Bolden,820558800000,2017,0,约拿,约拿,Jonah,2.08,43,博尔登,Bolden,00,1628413,前锋,,99.8 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
isaac_bonga,德国,Germany,Germany,艾萨克 Bonga,Isaac Bonga,942037200000,2018,0,艾萨克,艾萨克,Isaac,2.03,17,Bonga,Bonga,00,1629067,后卫,,81.6 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
devin_booker,美国,United States,Kentucky/United States,德文 布克,Devin Booker,846651600000,2015,3,德文,德文,Devin,1.98,1,布克,Booker,00,1626164,后卫,College,95.3 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
chris_boucher,加拿大,Canada,Oregon/Canada,克里斯 布歇,Chris Boucher,726728400000,2017,1,克里斯,克里斯,Chris,2.08,25,布歇,Boucher,00,1628449,前锋,College,90.7 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
avery_bradley,美国,United States,Texas/United States,埃弗里 布拉德利,Avery Bradley,659595600000,2010,8,埃弗里,埃弗里,Avery,1.88,11,布拉德利,Bradley,00,202340,后卫,College,81.6 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
tony_bradley,美国,United States,North Carolina/United States,托尼 布拉德利,Tony Bradley,884235600000,2017,1,托尼,托尼,Tony,2.08,13,布拉德利,Bradley,00,1628396,中锋,College,112.5 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
mikal_bridges,美国,United States,Villanova/United States,米卡尔 布里奇斯,Mikal Bridges,841377600000,2018,0,米卡尔,米卡尔,Mikal,2.01,25,布里奇斯,Bridges,00,1628969,前锋,College,95.3 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
miles_bridges,美国,United States,Michigan State/United States,迈尔斯 布里奇斯,Miles Bridges,890456400000,2018,0,迈尔斯,迈尔斯,Miles,2.01,0,布里奇斯,Bridges,00,1628970,前锋,College,102.1 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
isaiah_briscoe,美国,United States,United States,以赛亚 布里斯科,Isaiah Briscoe,829368000000,2017,0,以赛亚,以赛亚,Isaiah,1.90,13,布里斯科,Briscoe,00,1628515,后卫,,97.5 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
ryan_broekhoff,澳洲,Australia,Australia,莱恩 柏克郝夫,Ryan Broekhoff,651384000000,2013,0,莱恩,莱恩,Ryan,2.01,45,柏克郝夫,Broekhoff,00,1629151,后卫-前锋,,97.5 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
malcolm_brogdon,美国,United States,Virginia/United States,马尔科姆 布罗格登,Malcolm Brogdon,724050000000,2016,2,马尔科姆,马尔科姆,Malcolm,1.96,13,布罗格登,Brogdon,00,1627763,后卫,College,103.9 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
dillon_brooks,加拿大,Canada,Oregon/Canada,狄龙 布鲁克斯,Dillon Brooks,822286800000,2017,1,狄龙,狄龙,Dillon,1.98,24,布鲁克斯,Brooks,00,1628415,后卫-前锋,College,99.8 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
marshon_brooks,美国,United States,Providence/United States,马肖恩 布鲁克斯,MarShon Brooks,601794000000,2011,4,马肖恩,马肖恩,MarShon,1.96,8,布鲁克斯,Brooks,00,202705,后卫,College,90.7 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
tmp_bruce_brown,美国,United States,Miami (FL)/United States,布鲁斯 布朗,Bruce Brown,840081600000,2018,0,布鲁斯,布鲁斯,Bruce,1.96,6,布朗,Brown,00,1628971,后卫,College,91.6 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
jaylen_brown,美国,United States,California/United States,杰伦 布朗,Jaylen Brown,846129600000,2016,2,杰伦,杰伦,Jaylen,2.01,7,布朗,Brown,00,1627759,后卫,College,99.8 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
lorenzo_brown,美国,United States,North Carolina State/United States,洛伦佐 布朗,Lorenzo Brown,651643200000,2013,4,洛伦佐,洛伦佐,Lorenzo,1.96,4,布朗,Brown,00,203485,后卫,College,85.7 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
sterling_brown,美国,United States,Southern Methodist/United States,斯特林 布朗,Sterling Brown,792392400000,2017,1,斯特林,斯特林,Sterling,1.98,23,布朗,Brown,00,1628425,后卫,College,105.2 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
troy_brown_jr,美国,United States,Oregon/United States,特洛伊 小布朗,Troy Brown Jr.,933134400000,2018,0,特洛伊,特洛伊,Troy,2.01,6,小布朗,Brown Jr.,00,1628972,前锋,College,97.5 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
jalen_brunson,美国,United States,Villanova/United States,贾伦 布鲁森,Jalen Brunson,841464000000,2018,0,贾伦,贾伦,Jalen,1.90,13,布鲁森,Brunson,00,1628973,后卫,College,86.2 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
thomas_bryant,美国,United States,Indiana/United States,托马斯 布莱恩特,Thomas Bryant,870321600000,2017,1,托马斯,托马斯,Thomas,2.11,13,布莱恩特,Bryant,00,1628418,中锋,College,112.5 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
reggie_bullock,美国,United States,North Carolina/United States,雷吉 布洛克,Reggie Bullock,669099600000,2013,5,雷吉,雷吉,Reggie,2.01,25,布洛克,Bullock,00,203493,后卫-前锋,College,93.0 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
trey_burke,美国,United States,Michigan/United States,特雷 伯克,Trey Burke,721544400000,2013,5,特雷,特雷,Trey,1.85,23,伯克,Burke,00,203504,后卫,College,79.4 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
alec_burks,美国,United States,Colorado/United States,亚历克 伯克斯,Alec Burks,679982400000,2011,7,亚历克,亚历克,Alec,1.98,10,伯克斯,Burks,00,202692,后卫,College,97.1 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
deonte_burton,美国,United States,Iowa State/United States,德翁特 伯顿,Deonte Burton,759992400000,2017,0,德翁特,德翁特,Deonte,1.96,30,伯顿,Burton,00,1629126,后卫,College,111.1 公斤,OKC,俄克拉荷马城,Oklahoma City,thunder,Western,雷霆,西部,西北分区,1610612760,False,True,00,雷霆,Thunder
jimmy_butler,美国,United States,Marquette/United States,吉米 巴特勒,Jimmy Butler,621748800000,2011,7,吉米,吉米,Jimmy,2.03,23,巴特勒,Butler,00,202710,后卫-前锋,College,105.2 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
jose_calderon,西班牙,Spain,"Villanueva de la Serena, Spain/Spain",何塞 卡尔德隆,Jose Calderon,370497600000,2003,13,何塞,何塞,Jose,1.90,81,卡尔德隆,Calderon,00,101181,后卫,Country,90.7 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
kentavious_caldwell-pope,美国,United States,Georgia/United States,肯塔维奥斯 考德威尔-波普,Kentavious Caldwell-Pope,730011600000,2013,5,肯塔维奥斯,肯塔维奥斯,Kentavious,1.96,1,考德威尔-波普,Caldwell-Pope,00,203484,后卫,College,93.0 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
isaiah_canaan,美国,United States,Murray State/United States,以赛亚 迦南,Isaiah Canaan,674798400000,2013,5,以赛亚,以赛亚,Isaiah,1.83,0,迦南,Canaan,00,203477,后卫,College,90.7 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
